album_id,album_date_created,album_date_released,album_favorites,album_listens,album_title,album_tracks,album_type,artist_name
22836,3/15/2017 01:06:38 AM,3/14/2017,0,2002,The Jewel and Me,6,Album,Little Glass Men
22838,3/15/2017 01:41:15 AM,3/14/2017,2,5437,Future Shapes,9,Album,Little Glass Men
22839,3/15/2017 02:18:42 AM,3/14/2017,0,10738,Simplify,13,Album,Little Glass Men
22840,3/15/2017 02:42:15 AM,3/14/2017,1,16754,The Age of Insignificance,14,Album,Little Glass Men
22844,3/15/2017 02:10:00 PM,02-10-2017,0,2114,"Live at Monty Hall, 2/10/2017",10,Live Performance,The Whips
22845,3/15/2017 03:04:49 PM,NA,1,5730,"Live at Monty Hall, 1/28/2017",13,Live Performance,Son Little
22846,3/15/2017 03:49:05 PM,NA,6,10082,Works,11,Album,Rocco Granata
22849,3/16/2017 10:42:39 AM,NA,0,1278,Absent Minded,1,Album,Rest You Sleeping Giant
22850,3/16/2017 10:26:39 PM,7/14/2015,0,7463,Pirate Pop,8,Album,Various Artists [Kazoomzoom]
22851,3/17/2017 04:47:06 AM,3/20/2017,0,1714,Universo Bifurcado,13,Album,Humanfobia
22852,3/17/2017 08:01:16 AM,NA,1,12069,A Monplaisir Best-Of ! Let's hear that crap.,41,NA,Monplaisir
22853,3/17/2017 09:08:34 AM,NA,0,6496,Chicky & Chacky,11,Album,KieLoBot
22859,3/18/2017 05:29:30 AM,2/28/2017,0,4919,Силуяние хто я,15,Album,Kosta T
22860,3/18/2017 04:02:15 PM,NA,0,1320,Castles & Jesters ~ Modern Renaissance Music,3,NA,Artofescapism
22861,3/19/2017 06:16:11 AM,3/19/2017,0,2529,Vago ( E.P. ),5,Album,Resonancedj
22862,3/19/2017 07:28:31 AM,NA,0,680,Elephant,1,Album,GAGU
22864,3/20/2017 04:52:27 AM,NA,0,4222,"Si j'avais un marteau, j'aimerais pas être une enclume",9,Album,SEC
22865,3/20/2017 08:30:13 AM,NA,0,2902,Elektrique,14,Album,Itsensäsyöjät
22867,3/20/2017 09:22:30 AM,3/20/2017,0,2195,London,0,Single Tracks,Fleslit
22868,3/20/2017 10:26:44 AM,6/14/2016,2,1100,Smut Babylon,6,Album,Hazarda Bruo Sonsistemo
22869,3/20/2017 12:18:08 PM,NA,0,1496,Larkrise Revisited,13,Album,Allister Thompson
22870,3/20/2017 03:55:03 PM,NA,2,14124,Layers,16,Album,Ketsa
22871,3/20/2017 04:25:51 PM,9/13/2016,0,5524,Unbox Me,5,Album,Decktonic
22873,3/20/2017 08:24:39 PM,NA,2,3556,VR(Y)T Improvisations,4,Album,Pavlina Roscakova & Denis Bango
22875,3/21/2017 03:54:38 AM,3/27/2017,0,794,Electric Saw & Other Tales,32,Album,Razabri & Lezet
22880,3/21/2017 10:56:31 PM,3/22/2017,0,1208,turtleneck foxtrot,1,Album,krackatoa
22881,3/22/2017 09:49:00 AM,NA,0,259,APDC,1,Album,Ervalizer
22883,3/22/2017 02:45:48 PM,3/22/2017,1,1894,VIVALA,8,Album,SOWNDHAUZ
22886,3/22/2017 07:21:54 PM,2/19/2017,0,1599,"Live on WFMU for Hello Children with Faye, 2/19/2017",8,Live Performance,Hank Wood and the Hammerheads
22890,3/23/2017 04:54:47 PM,NA,0,3911,My Invisible Friend Vol.2,12,Album,Amalgamated Futureless Artists
22899,3/24/2017 07:40:34 PM,3/24/2017,1,4524,Horizon,4,Album,JBlanked
229,11/26/2008 02:22:50 AM,01-01-2008,0,3090,Pompeii,3,Single Tracks,Here Comes A Big Black Cloud!!
2290,3/31/2009 08:44:42 PM,NA,0,413,Past Lives - Live @ KEXP 11/4/08,1,Live Performance,Past Lives
22900,3/24/2017 08:14:02 PM,NA,0,919,"Live at WFMU on Burn It Down! with Nate K, 1/22/2017",7,Live Performance,Tim Evans
22902,3/25/2017 09:48:24 AM,NA,0,682,Children Of The Son (The Mondrian Mix),1,NA,P C III
22903,3/25/2017 11:02:58 AM,3/25/2017,0,12102,Etaoin Shrdlu,15,Album,Steve Combs
22904,3/26/2017 05:12:22 AM,NA,0,884,The Tales From S.,12,Album,Theredhead76
22905,3/26/2017 11:50:23 AM,3/26/2017,0,11141,The Run,10,Album,Kai Engel
22906,3/26/2017 04:22:18 PM,3/26/2017,1,7481,What I Tell Myself Vol. 2,11,Album,Forget the Whale
22907,3/27/2017 05:33:45 AM,NA,0,4873,Some dance tracks,13,Album,simon_mathewson
22908,3/27/2017 08:30:35 AM,NA,0,762,akihabaraのpolyphonia,19,Album,Japanese Communities
22910,3/27/2017 05:13:58 PM,NA,0,6433,It's time for adventure ! vol 4,14,NA,Komiku
22911,3/27/2017 11:10:08 PM,3/28/2017,0,3067,super seismic,6,Album,alpha jaguar
22912,3/28/2017 02:26:58 AM,NA,0,453,The Surrogate Piano Reworks,14,Album,M​.​Nomized And Midnight Moodswings
22913,3/28/2017 04:51:11 AM,NA,0,570,I Fly I Watch I Kill I Eat I Make No Noise,4,Album,Life Of An Owl In Alaska
22914,3/28/2017 05:23:16 AM,NA,0,756,Adam Weishaupt's Psychedelic Supper,4,Album,hopalong horus heisenberg
22915,3/28/2017 06:21:24 AM,NA,0,3042,Cormorant EP,3,Album,Axletree
22917,3/28/2017 09:13:36 AM,NA,0,1953,Bedtime Stories,7,Album,Exomène
22918,3/28/2017 12:12:27 PM,3/28/2017,0,1695,sunburst 2006-2012,13,Album,red kite
22919,3/28/2017 12:19:19 PM,3/28/2017,0,701,obra sintética,1,Album,Jazznoize
22921,3/28/2017 01:56:51 PM,NA,0,731,Words Or Silence 1,1,NA,P C III
22923,3/29/2017 09:41:20 AM,3/29/2017,0,1025,Love In The Sky,0,Single Tracks,Fleslit
22926,3/29/2017 03:40:03 PM,NA,0,808,I WILL LUV U ANYWAY,1,Album,AGENDA 23
22928,3/29/2017 07:31:11 PM,03-04-2017,0,780,"Live on WFMU for Shrunken Planet with Jeffrey Davison, 3/4/2017",6,Live Performance,Julie Byrne
22929,3/29/2017 08:55:09 PM,3/30/2017,0,4422,Volatile,11,Album,ps
2293,04-01-2009 08:34,NA,0,428,Falco Subbuteo Live At Club Integral On US Election Night 2008,2,Album,Gwilly Edmondez
22931,3/30/2017 04:24:37 AM,NA,0,1470,Dog Wave,3,NA,Demoiselle Döner
22932,3/30/2017 08:31:12 AM,NA,0,829,Words Or Silence 2,1,NA,P C III
22935,3/30/2017 09:50:32 AM,3/30/2017,1,6196,Return,9,Album,Alex Mason
22936,3/30/2017 10:45:13 AM,NA,0,2454,Scissors Paper Stone,9,Album,Greg Atkinson
22937,3/30/2017 12:51:05 PM,3/27/2017,0,1206,"Live at WFMU with Scott Williams, 3/27/2017",6,Live Performance,AWOTT
22940,3/30/2017 03:20:35 PM,2/17/2017,0,1506,"Live at Monty Hall, 2/17/2017",6,Live Performance,Spowder
2296,04-01-2009 11:44,3/20/2009,0,912,Live at WFMU/Aquarius SXSW show 3/20/2009,7,Album,Major Stars
2297,04-01-2009 12:54,3/20/2009,0,1376,Live at WFMU/Aquarius SXSW show 3/20/2009,6,Album,Gunslingers
2298,04-01-2009 13:30,3/20/2009,0,1439,Live at WFMU/Aquarius SXSW showcase 2009 (XYX),10,Live Performance,XYX
230,11/26/2008 02:23:07 AM,01-01-2006,3,17573,blissblood.com,5,Single Tracks,Here's How
2303,04-01-2009 15:02,NA,0,20972,Best Summer Ever,11,Album,Drums Like Machine Guns
2304,04-01-2009 16:12,NA,0,14159,My Tail is the Fuse to the Burning Anus,20,Album,Drums Like Machine Guns
2305,04-01-2009 16:20,NA,0,14642,Your Word is Your Wand,10,Album,Drums Like Machine Guns
2306,04-01-2009 16:37,01-01-2005,2,30079,Father Sleep,10,Album,Father Sleep
2307,04-01-2009 16:46,01-01-2005,1,12908,Six Songs From The New Deck,7,Album,Father Sleep
2308,04-01-2009 16:57,NA,0,18975,Poke It!,9,Album,Hot Buns and Tea
2311,04-01-2009 17:19,NA,0,5098,Confuse Red With Survival,39,Album,Kitty Kadoogal
2312,04-01-2009 17:50,NA,0,8798,Fat China Vagina,11,Album,Number One Sun
2313,04-01-2009 19:36,NA,0,250,Dearth,5,Album,Pink Panzer
2316,04-01-2009 19:56,NA,0,336,idiotMambo,5,Album,Pink Panzer
2317,04-01-2009 19:59,NA,0,740,Pink Panzer,12,Album,Pink Panzer
2318,04-01-2009 20:13,NA,2,19913,Awful Retard Smelly Tiny,17,Album,Welcome Wizard
2319,04-01-2009 20:29,NA,0,2555,Devcomp Tracks,3,Album,Welcome Wizard
2320,04-01-2009 20:36,NA,0,23157,Jaw and Iron,10,Album,Welcome Wizard
2321,04-01-2009 21:03,NA,0,590,These United States - Live @ KEXP 10/25/08,1,Live Performance,These United States
2322,04-01-2009 21:08,NA,0,652,The Henry Clay People - Live @ KEXP 11/3/08,1,Live Performance,The Henry Clay People
2323,04-01-2009 21:22,NA,0,10665,Wallpaper - Live @ KEXP 11/4/08,1,Live Performance,Wallpaper
2324,04-01-2009 21:27,NA,0,1051,Cotton Jones - Live @ KEXP 10/22/08,1,Live Performance,Cotton Jones
2325,04-01-2009 22:04,NA,1,33182,Lunachild,11,Album,Welcome Wizard
2326,04-01-2009 22:19,NA,0,6568,Milkone,5,Album,Welcome Wizard
2327,04-01-2009 22:27,NA,0,32089,Ob/Gyn,11,Album,Welcome Wizard
2328,04-01-2009 22:46,NA,0,13418,Rust,18,Album,Welcome Wizard
2329,04-01-2009 22:58,NA,1,15779,The Octogon,19,Album,Welcome Wizard
2330,04-01-2009 23:52,NA,1,9992,Unreleased.,2,Live Performance,Justice Yeldham
2331,04-01-2009 23:57,04-01-1996,1,6404,Music to Drive By,9,Album,A Kombi
2332,04-02-2009 00:04,01-01-2000,0,4666,Yinyue,16,Album,dj smallcock
2333,04-02-2009 03:56,04-01-2007,1,2267,Blood Pressure Sessions,4,Album,Naked on the Vague
2334,04-02-2009 04:01,2/14/2008,1,15954,Birthdays,4,Live Performance,Justice Yeldham
2335,04-02-2009 04:50,04-01-2009,2,12255,Duck Side of the Moon,6,Album,Purple Duck
2336,04-02-2009 05:14,07-01-2008,1,12046,Poopin,11,Album,Toxic Lipstick
2337,04-02-2009 05:31,01-01-2006,1,10478,Prisoner of Hormones,12,Album,Toxic Lipstick
2338,04-02-2009 05:42,04-08-2005,1,20992,When the Doves Cry,11,Album,Toxic Lipstick
2339,04-02-2009 06:19,04-01-2008,3,7055,Recluses Unite,3,Album,Al Duvall
234,11/26/2008 02:24:12 AM,02-01-2006,0,584,Exploding Demon,3,Album,Human Host
2340,04-02-2009 06:34,04-01-2006,2,8086,The Timid Mischief,4,Album,Al Duvall
2341,04-02-2009 07:35,05-06-2008,3,7124,Description Of The Harbor,1,Album,Sic Alps
2342,04-02-2009 07:58,11-01-2006,1,4152,Moa Anbessa,1,Album,Getatchew Mekuria
2343,04-02-2009 08:31,10/13/2007,2,9763,"Live at Southpaw, Brooklyn for WFMU's Free Music Series Oct 13, 2007",1,Live Performance,Old Time Relijun
2344,04-02-2009 11:28,3/30/2009,1,45551,Live at WFMU on Irene Trudel's Show 3/30/09,7,Live Performance,QQQ
2346,04-02-2009 12:22,3/28/2009,0,1834,Live at WFMU on Michael Goodstein's Show 3/28/09,11,Radio Program,The German Measles
2347,04-02-2009 13:21,12/17/2005,0,134,Live at HaPzura Festival,1,Album,HaMalben
2348,04-02-2009 13:44,3/17/2009,1,2370,Live at WFMU on Talk's Cheap 3/17/09,4,Live Performance,Arrington de Dionyso
235,11/26/2008 02:24:22 AM,11/20/2007,2,14409,Black Mirror: Reflections In Global Musics (1915-1955),3,Album,Ian Nagoski
2350,04-02-2009 14:37,04-02-2009,3,26375,Speedbath (working),12,Album,Kristin Hersh
2351,04-02-2009 15:50,04-01-2005,7,118785,Songs for Swingers,7,Album,Singing Sadie
2352,04-02-2009 16:06,04-08-2005,3,79346,Neuters,22,Album,New Waver
2355,04-02-2009 16:28,NA,0,10366,Bad Earth,38,Album,Volvox
2357,04-02-2009 16:56,NA,1,2178,A Place to Bury Strangers - Live @ KEXP 10/24/08,1,Live Performance,A Place to Bury Strangers
2358,04-02-2009 17:00,NA,0,7090,Deerhoof - Live @ KEXP 10/20/08,1,Live Performance,Deerhoof
2359,04-02-2009 17:04,NA,1,466,Takka Takka - Live @ KEXP 10/20/08,1,Live Performance,Takka Takka
236,11/26/2008 02:24:24 AM,01-01-2005,0,1447,"""Something"" Euro Tour 2005",3,Album,Nautical Almanac
2360,04-02-2009 17:14,NA,0,1327,The Broken West - Live @ KEXP 11/11/08,1,Live Performance,The Broken West
2361,04-02-2009 17:17,NA,1,3445,The Rusebuds - Live @ KEXP 11/20/08,1,Live Performance,The Rosebuds
2362,04-02-2009 17:22,NA,1,6116,The Sea and Cake - Live @ KEXP 11/29/08,1,Live Performance,The Sea And Cake
2363,04-02-2009 17:25,NA,0,4012,Longwave - Live @ KEXP 12/14/08,1,Live Performance,Longwave
2364,04-02-2009 17:30,04-02-2009,0,1714,Speedbath Remixes,3,Album,Kristin Hersh
2365,04-02-2009 17:30,NA,0,549,The Whore Moans - Live @ KEXP 11/18/08,1,Live Performance,The Whore Moans
2366,04-02-2009 17:33,NA,0,605,The Kindness Kind - Live @ KEXP 12/13/08,1,Live Performance,The Kindness Kind
2367,04-02-2009 17:36,NA,0,4875,The Tallest Man On Earth - Live @ KEXP 12/30/08,1,Live Performance,The Tallest Man On Earth
2368,04-02-2009 17:42,NA,0,4352,These Arms Are Snakes -  Live @ KEXP 9/30/08,1,Live Performance,These Arms Are Snakes
2369,04-02-2009 17:45,NA,1,4614,High Places - Live @ KEXP 10/2/08,1,Live Performance,High Places
237,11/26/2008 02:24:26 AM,NA,0,4019,No Demo,9,Album,I Am the Liquor
2370,04-02-2009 17:49,NA,0,1079,The Pica Beats - Live @ KEXP 9/29/08,1,Live Performance,The Pica Beats
2371,04-02-2009 17:52,NA,2,4933,Dengue Fever - Live @ KEXP 10/21/08,1,Live Performance,Dengue Fever
2372,04-02-2009 18:05,09-02-2008,2,4701,Un EP,6,Album,The Franks
2373,04-02-2009 18:06,NA,0,950,Evangelicals - Live @ KEXP 10/18/08,1,Live Performance,Evangelicals
2374,04-02-2009 18:15,NA,1,1793,PartMan PartHorse - Live @ KEXP 10/25/08,1,Live Performance,PartMan PartHorse
2376,04-02-2009 18:21,NA,0,589,Parts And Labor - Live @ KEXP 10/30/08,1,Live Performance,Parts and Labor
2377,04-02-2009 18:29,NA,1,5071,Starfucker - Live @ KEXP 12/19/08,1,Live Performance,Starfucker
2379,04-02-2009 18:37,NA,2,4084,Curumin - Live @ KEXP 3/6/09,1,Live Performance,Curumin
238,11/26/2008 02:24:39 AM,1/14/2009,0,1181,Warm Coursing Blood,4,Album,Ian Nagoski
2380,04-02-2009 18:43,NA,0,259,Citay - Live @ KEXP 1/29/09,1,Live Performance,Citay
2381,04-02-2009 18:49,NA,1,2253,Crystal Stilts - Live @ KEXP 11/9/08,1,Live Performance,Crystal Stilts
2382,04-02-2009 18:55,NA,0,830,Bang Bang Eche - Live @ KEXP 10/23/08,1,Live Performance,Bang Bang Eche
2383,04-02-2009 19:00,NA,3,4500,Blind Pilot - Live @ KEXP 9/5/08,1,Live Performance,Blind Pilot
2384,04-02-2009 19:34,02-01-2009,1,3361,The Greatest Hits So Far EP,5,Album,Learning Music
2386,04-02-2009 21:27,NA,0,1020,Briz live on KBOO,1,Live Performance,Briz
2387,04-02-2009 22:28,NA,1,3043,The Damage Begins at the Mouth,31,Album,Volvox
2388,04-02-2009 22:37,09-11-2009,0,3725,dublab VisionVersion sounds 09.11.08,1,Live Performance,Erlend Oye
2389,04-02-2009 22:52,NA,0,13974,"Egg, Pluto Pup & You",47,Album,Volvox
2390,04-02-2009 22:57,12/15/2009,2,363,live on dublab 12.15.06,1,Live Performance,Atlas Sound
2392,04-02-2009 23:15,01-01-1999,0,1712,The Frogman's Report,10,Album,Skin O. Daayba
2393,04-02-2009 23:16,11/24/2007,1,597,live on dublab 11.24.07,1,Live Performance,Julia Holter
2394,04-02-2009 23:20,04-01-2003,0,1450,Ruffini Corpuscle,15,Album,Bradbury
2395,04-02-2009 23:27,7/29/2008,0,1044,live dublab transmission from Redcat 07.29.08,1,Live Performance,smgsap
2397,04-02-2009 23:39,04-01-2005,0,1794,Instant Obvilian,7,Album,Bradbury
2398,04-02-2009 23:39,11/18/2007,1,120,live on dublab 11.18.07,1,Live Performance,Smegma
2399,04-02-2009 23:48,11/24/2008,0,1304,live on dublab 11.24.08,1,Live Performance,Icy Demons
2400,04-02-2009 23:55,11/19/2006,1,5990,live on dublab 11.19.06,1,Live Performance,Peter Walker with Jack Rose
2401,04-03-2009 00:05,04-01-2006,2,1433,"Debut 7""",1,Album,Naked on the Vague
2402,04-03-2009 00:19,NA,2,23046,Genital Warfare,20,Album,Suicidal Rap Orgy
2403,04-03-2009 00:26,7/30/2007,0,3233,live on dublab 07.30.07,1,Live Performance,Alessi
2405,04-03-2009 00:45,07-09-2008,1,2258,live on dublab 07.09.08,1,Live Performance,SFV Acid
2406,04-03-2009 00:53,6/29/2008,0,560,live on dublab 06.29.08,1,Live Performance,Weave
2407,04-03-2009 00:58,04-07-2009,0,662,live on dublab 04.07.08,1,Live Performance,the Tartans
2408,04-03-2009 01:05,04-01-2004,7,196664,Songs to Cry by in the Golden Age of Nothing,10,Album,Nora Keyes
2409,04-03-2009 01:08,5/19/2009,1,320,live on dublab 05.01.08,1,Live Performance,Excepter
241,11/26/2008 02:25:32 AM,01-07-2009,1,1620,Ian Nagoski &amp; Tom Carter,3,Album,Ian Nagoski &amp; Tom Carter
2410,04-03-2009 01:24,12/17/2005,1,1225,Nynack Live at TodaysArt Festival,1,Album,Nynack
2411,04-03-2009 01:56,04-01-2003,2,12565,Vermin Perm,15,Album,The Spazmodics
2412,04-03-2009 02:43,04-01-1996,2,2169,Self Titled,3,Album,Alternahunk
2413,04-03-2009 03:48,04-01-2007,0,15703,Justice Yeldham & the Drummer Who Wishes to Remain Namesless,13,Album,Justice Yeldham
2414,04-03-2009 06:33,NA,2,48385,Ophir Ilzetzki - Unpublished Few (2003 - 2008),19,Album,Ophir Ilzetzki
2415,04-03-2009 06:53,3/19/2009,4,3166,Live at WFMU/Aquarius SXSW showcase 2009,14,Live Performance,Mayyors
2417,04-03-2009 07:51,NA,0,1464,Gravy Train!!! Live at SXSW,1,Live Performance,Gravy Train!!!
2418,04-03-2009 08:04,01-01-2008,2,17098,8 Bit Weapon Live at Micropalooza,2,Live Performance,8 Bit Weapon
2419,04-03-2009 08:05,6/30/2002,0,5755,MFFZ,10,Album,Assaf K. Talmudi
242,11/26/2008 02:25:39 AM,01-08-2009,1,2172,unreleased Illusion of Safety mp3s,13,Single Tracks,Illusion of Safety
2420,04-03-2009 08:21,04-01-2005,1,4635,50FOOTWAVE,6,Album,50FOOTWAVE
2423,04-03-2009 10:24,11-01-2006,0,2858,Proletarian of Noise,6,Album,Mattin
2424,04-03-2009 12:18,NA,0,320,live at issue project room,2,Album,Monotract
243,11/26/2008 02:25:52 AM,01-12-2009,0,2485,unreleased new recordings 2008,2,Single Tracks,Illusion of Safety
2432,04-03-2009 14:10,NA,3,4492,James Blackshaw & Meg Baird - Live At ISSUE Project Room 3/7/09,2,Album,Meg Baird
2434,04-03-2009 14:31,6/20/2008,0,3654,Live on KBOO's Movin' On,1,Live Performance,Corinne West
2437,04-03-2009 14:54,NA,0,97,live at issue project room 2/4/09,1,Album,"alex waterman, dafna naftali, darius jones"
2438,04-03-2009 14:58,NA,1,255,Cornelius Cardew's Treatise,1,Album,Stars Like Fleas (and friends)
2444,04-03-2009 21:24,NA,0,2215,live at issue project room 2/20/09,1,Album,Arthur Doyle
2449,04-03-2009 22:11,04-01-2004,1,6169,Coroners &amp; Knives,2,Album,Al Duvall
245,11/26/2008 02:26:13 AM,01-06-2009,0,3032,Century of Moonlight,3,Single Tracks,Ilyas Ahmed
2450,04-03-2009 22:34,04-01-2003,2,6858,Hey Rube,2,Album,Al Duvall
2451,04-03-2009 22:59,04-01-2001,2,6651,The Butler's Revenge,3,Album,Al Duvall
2452,04-03-2009 23:13,04-01-2004,2,2495,Rabbit's Foot Factory,2,Album,Al Duvall
2455,04-03-2009 23:59,3/31/1999,0,4996,Baby Crocodiles,10,Album,Deano Merino
2457,04-04-2009 01:36,04-01-2008,0,1544,French Record,1,Album,Sissy Spacek
2458,04-04-2009 03:58,12/31/2000,0,4832,Same Diff,6,Album,Bradbury
2459,04-04-2009 04:40,04-01-2008,0,8442,live@PBSfm,12,Album,Kevin Blechdom
246,11/26/2008 02:26:21 AM,03-01-2008,0,1945,The Vertigo of Dawn,3,Single Tracks,Ilyas Ahmed
2460,04-04-2009 09:12,7/17/2004,0,1999,The Rhythm of The Second Spring,15,Album,dnymr
2461,04-04-2009 21:11,NA,1,30689,An Hour,49,Radio Program,Ophir Ilzetzki
2462,04-05-2009 00:40,NA,0,7675,Avec Noir,13,Album,Avec Noir
2463,04-05-2009 04:39,2/19/2009,1,6568,Soft Cheese,8,Album,Nicky Cook
2464,04-05-2009 18:40,04-05-2006,1,5300,Golden Ocean,8,Album,50FOOTWAVE
2465,04-05-2009 18:58,04-05-2007,0,3667,Free Music,5,Album,50FOOTWAVE
2466,04-05-2009 19:08,NA,8,4801,Live @ Yerba Buena Center for the Arts,5,Album,Thee Oh Sees
2467,04-05-2009 19:18,01-01-2006,1,24920,Fuck You To Dust,15,Album,Zeigenbock Kopf
2468,04-05-2009 20:42,5/26/2005,1,552,Phoning It In 05/26/05,2,Radio Program,R. Stevie Moore
2469,04-06-2009 08:45,NA,3,46975,Beethoven's Sonata No. 1 In F Minor,4,Album,Daniel Veesey
247,11/26/2008 02:26:38 AM,01-12-2009,0,1608,Impediments,1,Album,Impediments
2470,04-06-2009 09:20,NA,0,13540,Beethoven's Sonata No. 32 in C Minor,2,Album,Daniel Veesey
2471,04-06-2009 11:43,NA,4,105545,Mussorgsky's Pictures at an Exhibition,15,Album,Skidmore College Orchestra
2472,04-06-2009 13:31,NA,0,4666,EP,5,Album,The Native
2473,04-06-2009 14:07,04-01-2004,0,2637,Uncontrollable Mumbles,11,Album,Aviv Mark
2476,04-07-2009 20:15,10-07-1997,1,8642,Universal Mind Decoder,3,Album,Abunai!
2477,04-07-2009 20:22,6/29/1999,1,1387,The Mystic River Sound,3,Album,Abunai!
2478,04-07-2009 20:28,11/14/2000,2,10090,Round-Wound,9,Album,Abunai!
2479,04-07-2009 20:30,NA,0,1321,Untitled (MC Firedrill),5,Album,MC Firedrill
248,11/26/2008 02:26:40 AM,01-12-2009,0,3315,White Hymn,3,Album,Infinite Body
2480,04-07-2009 20:32,02-02-2003,1,689,Two Brothers,1,Album,Abunai!
2481,04-07-2009 20:36,11-03-2000,1,729,Deep Mu Flux + 2,1,Album,Abunai!
2482,04-07-2009 20:39,09-05-2007,1,2244,Flying Together,1,Album,Concord Ballet Orchestra Players
2483,04-07-2009 20:45,11/14/2008,1,2576,Light the Day on Fire,2,Album,Concord Ballet Orchestra Players
2486,04-08-2009 08:16,NA,0,5332,Edison Blue Amberol: 2464,1,Album,Harry E. Humphrey
2487,04-08-2009 08:18,NA,0,1334,Edison Record: 700,1,Album,Peerless Orchestra
2488,04-08-2009 08:19,NA,0,565,Edison Blue Amberol: 2647,1,Album,Maurice Burkhart
2489,04-08-2009 08:20,NA,0,815,Edison Blue Amberol: 2392,1,Album,Henry Burr
249,11/26/2008 02:26:54 AM,01-06-2009,0,2024,Play Guitar For You,4,Album,J. Anderson/S. Brooxx
2490,04-08-2009 08:21,NA,0,2134,Edison Blue Amberol: 2474,1,Album,New York Military Band
2491,04-08-2009 08:22,NA,0,686,Edison Blue Amberol: 2646,1,Album,Charles Crawford Gorst
2492,04-08-2009 08:22,NA,0,870,Edison Blue Amberol: 2645,1,Album,Jaudas' Society Orchestra
2493,04-08-2009 08:23,NA,0,963,Edison Blue Amberol: 2323,1,Album,Male Quartet
2494,04-08-2009 08:24,NA,0,432,Edison Blue Amberol: 2333,1,Album,Walter Van Brunt
2495,04-08-2009 08:25,NA,0,1241,Edison Blue Amberol: 2616,1,NA,Knickerbocker Quartet
2496,04-08-2009 08:26,NA,0,877,Edison Blue Amberol: 2630,1,Album,Harry E. Humphrey
2497,04-08-2009 08:27,NA,0,937,Edison Blue Amberol: 2695,1,Album,Irving Kaufman
2498,04-08-2009 08:28,NA,0,620,Edison Blue Amberol: 2687,1,Album,Harvey Hindermyer and Helen Clark
2499,04-08-2009 08:29,NA,0,299,Edison Blue Amberol: 2338,1,Album,Eugene Emmett
250,11/26/2008 02:27:03 AM,01-08-2009,0,8281,mp3,74,Single Tracks,Jad Fair
2500,04-08-2009 08:30,NA,0,1649,Edison Blue Amberol: 2344,1,NA,Albert Campbell and Henry Burr
2501,04-08-2009 08:31,NA,0,656,Edison Blue Amberol: 2345,1,Album,Homer Rodeheaver
2502,04-08-2009 08:32,NA,0,545,Edison Blue Amberol: 2343,1,Album,National Promenade Band
2503,04-08-2009 08:33,NA,0,966,Edison Blue Amberol: 2341,1,Album,Emory B. Randolph
2504,04-08-2009 08:34,NA,0,586,Edison Blue Amberol: 2336,1,Album,Henry Burr and Ada Jones
2505,04-08-2009 08:34,NA,0,1637,Edison Blue Amberol: 2530,1,Album,Billy Murray
2506,04-08-2009 08:35,NA,0,758,Edison Blue Amberol: 2533,1,Album,National Promenade Band
2508,04-08-2009 08:50,3/23/2009,2,13156,Lavori Domestici vol. 2,31,Album,VV.AA.
2509,04-08-2009 10:17,4/28/2007,0,807,"Live at Southpaw, Brooklyn for WFMU's Free Music Series 4/28/2007",1,Album,Jonathan Kane's February
251,11/26/2008 02:28:47 AM,01-12-2009,0,750,Thee Haunted Cobblestone Sunset Concert Series #5,13,Live Performance,Jailberg
2510,04-08-2009 13:18,04-04-2009,1,7488,Live at The Bell House 4/4/2009,9,Album,Pink Skull
2511,04-08-2009 15:11,NA,12,11019,Live at The Bell House 4/4/2009,19,Album,Thee Oh Sees
2512,04-08-2009 15:16,04-04-2009,0,992,Live at The Bell House 4/4/2009,8,Live Performance,Excepter
2513,04-08-2009 15:36,NA,0,658,Live at The Bell House 4/4/09,7,Album,Sightings
2514,04-08-2009 16:07,11-06-2008,0,4196,Ghost Treat Magic,3,Album,Neowax
2515,04-08-2009 18:18,5/26/2007,2,5004,Music Beyond No Borders Vol. 1,5,Album,Yes No Wave Music
2516,04-09-2009 00:44,NA,1,1958,We Topia,1,Album,Toecutter
2517,04-09-2009 05:05,04-01-2008,0,4043,RIP Syringe Stick Up Mama,3,Album,The Professional Savage
2518,04-09-2009 05:24,04-01-2003,1,2427,Sailor Songs,2,Album,Gina V. D'Orio
2519,04-09-2009 05:38,3/23/2009,0,4308,insert coins to continue,17,Album,brunk
252,11/26/2008 02:29:10 AM,NA,0,4404,The Sounds of Megaphone Unlimited,3,Album,Jason Willett
2521,04-09-2009 06:10,NA,0,1039,Album Title,1,Single Tracks,Sickboy
2522,04-09-2009 06:27,1/18/2009,0,1556,When Eggs Burst,3,Album,Panicphobia
2523,04-09-2009 06:51,03-01-2009,2,3537,Succès Planétaire International,11,Album,Vialka
2524,04-09-2009 07:19,NA,0,16695,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),33,Album,Free Matter for the Blind
2525,04-09-2009 08:02,12/31/2004,3,7045,For Christmas,12,Album,Delphine Dora
2526,04-09-2009 08:05,NA,2,21246,Free Matter for the Blind Volume 6: Mysterious Worldz (Dark Side),27,Album,Free Matter for the Blind
2527,04-09-2009 08:31,12/24/2006,2,15928,We're all of this,59,Album,Delphine Dora
2529,04-09-2009 12:02,NA,0,782,Edison Blue Amberol: 2536,1,Album,Joseph A. Phillips
